! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.0.0-rc.3.flux symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : gckpp_BiadjacencyMatrix.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name, species index (row), reaction index (col), stoichiometric coefficient
OH, 279, 507, 0.527000
HO2, 281, 507, -1.000000
INPD, 147, 508, 1.000000
INO2D, 241, 508, -1.000000
HO2, 281, 508, -1.000000
INPB, 177, 509, 0.070000
ICN, 236, 509, 0.070000
INO2B, 240, 509, -2.000000
MVK, 244, 509, 1.737000
MACR, 247, 509, 0.123000
CH2O, 262, 509, 1.860000
NO2, 270, 509, 1.860000
INA, 123, 510, 0.474000
INPB, 177, 510, 0.399000
IHN1, 216, 510, 0.032000
ICN, 236, 510, 0.532000
INO2B, 240, 510, -1.000000
INO2D, 241, 510, -1.000000
MVK, 244, 510, 0.544000
MACR, 247, 510, 0.019000
CH2O, 262, 510, 0.563000
NO2, 270, 510, 0.563000
HO2, 281, 510, 0.089000
INA, 123, 511, 0.340000
IHN4, 210, 511, 0.127000
IHN1, 216, 511, 0.671000
ICN, 236, 511, 0.861000
INO2D, 241, 511, -2.000000
HO2, 281, 511, 0.064000
INA, 123, 512, 0.244000
IHN4, 210, 512, 0.057000
MOH, 214, 512, 0.355000
IHN1, 216, 512, 0.298000
ICN, 236, 512, 0.401000
INO2D, 241, 512, -1.000000
CH2O, 262, 512, 0.645000
MO2, 263, 512, -1.000000
HO2, 281, 512, 0.336000
INPB, 177, 513, 0.355000
MOH, 214, 513, 0.034000
ICN, 236, 513, 0.034000
INO2B, 240, 513, -1.000000
MVK, 244, 513, 0.583000
MACR, 247, 513, 0.028000
CH2O, 262, 513, 1.577000
MO2, 263, 513, -1.000000
NO2, 270, 513, 0.611000
HO2, 281, 513, 0.611000
INO2B, 240, 514, -1.000000
MVK, 244, 514, 0.903000
MACR, 247, 514, 0.097000
MCO3, 257, 514, -1.000000
CH2O, 262, 514, 1.000000
MO2, 263, 514, 1.000000
NO2, 270, 514, 1.000000
INA, 123, 515, 0.841000
ICN, 236, 515, 0.159000
INO2D, 241, 515, -1.000000
MCO3, 257, 515, -1.000000
MO2, 263, 515, 1.000000
HO2, 281, 515, 0.159000
INO2B, 240, 516, -1.000000
MVK, 244, 516, 0.903000
MACR, 247, 516, 0.097000
CH2O, 262, 516, 1.000000
NO2, 270, 516, 2.000000
NO3, 283, 516, -1.000000
INA, 123, 517, 0.841000
ICN, 236, 517, 0.159000
INO2D, 241, 517, -1.000000
NO2, 270, 517, 1.000000
HO2, 281, 517, 0.159000
NO3, 283, 517, -1.000000
INO2B, 240, 518, -1.000000
MVK, 244, 518, 0.904000
MACR, 247, 518, 0.096000
CH2O, 262, 518, 1.000000
NO2, 270, 518, 2.000000
NO, 280, 518, -1.000000
IDN, 239, 519, 1.000000
INO2B, 240, 519, -1.000000
NO, 280, 519, -1.000000
INA, 123, 520, 0.841000
ICN, 236, 520, 0.159000
INO2D, 241, 520, -1.000000
NO2, 270, 520, 1.000000
NO, 280, 520, -1.000000
HO2, 281, 520, 0.159000
IDN, 239, 521, 1.000000
INO2D, 241, 521, -1.000000
NO, 280, 521, -1.000000
INA, 123, 522, -1.000000
ICN, 236, 522, 1.000000
HO2, 281, 522, 1.000000
INA, 123, 523, -1.000000
IDHNBOO, 229, 523, 1.000000
INPB, 177, 524, -1.000000
IHPNBOO, 217, 524, 0.670000
IDHNBOO, 229, 524, 0.330000
OH, 279, 524, -1.000000
INPD, 147, 525, -1.000000
IHPNDOO, 185, 525, 1.000000
OH, 279, 525, -1.000000
INPB, 177, 526, -1.000000
ITHN, 238, 526, 1.000000
INPD, 147, 527, -1.000000
ITHN, 238, 527, 1.000000
INPD, 147, 528, -1.000000
ICHE, 170, 528, 1.000000
NO2, 270, 528, 1.000000
OH, 279, 528, -1.000000
INPB, 177, 529, -1.000000
INO2B, 240, 529, 1.000000
OH, 279, 529, -1.000000
INPD, 147, 530, -1.000000
INO2D, 241, 530, 1.000000
OH, 279, 530, -1.000000
INPD, 147, 531, -1.000000
ICN, 236, 531, 1.000000
IHPNDOO, 185, 532, -1.000000
ITCN, 209, 532, 1.000000
OH, 279, 532, 1.000000
ITCN, 209, 533, 0.500000
IHPNBOO, 217, 533, -1.000000
ITHN, 238, 533, 0.500000
OH, 279, 533, 1.000000
HPETHNL, 168, 534, 0.249000
MCRHNB, 171, 534, 0.060000
ATOOH, 193, 534, 0.009000
PROPNN, 194, 534, 0.589000
ETHLN, 205, 534, 0.051000
IHPNBOO, 217, 534, -1.000000
MVKHP, 226, 534, 0.054000
MCRHP, 227, 534, 0.004000
GLYC, 232, 534, 0.340000
MVKN, 237, 534, 0.008000
ITHN, 238, 534, 0.234000
HAC, 246, 534, 0.042000
CH2O, 262, 534, 0.126000
NO2, 270, 534, 0.058000
OH, 279, 534, 1.147000
HO2, 281, 534, -0.674000
HPETHNL, 168, 535, 0.471000
MCRHNB, 171, 535, 0.073000
IHPNDOO, 185, 535, -1.000000
ATOOH, 193, 535, 0.054000
PROPNN, 194, 535, 0.471000
ETHLN, 205, 535, 0.054000
MVKN, 237, 535, 0.015000
ITHN, 238, 535, 0.387000
CH2O, 262, 535, 0.088000
OH, 279, 535, 0.646000
HO2, 281, 535, -0.420000
HPETHNL, 168, 536, 0.303000
MCRHNB, 171, 536, 0.170000
ATOOH, 193, 536, 0.013000
PROPNN, 194, 536, 0.687000
ETHLN, 205, 536, 0.064000
IHPNBOO, 217, 536, -1.000000
MVKHP, 226, 536, 0.059000
MCRHP, 227, 536, 0.006000
GLYC, 232, 536, 0.384000
MVKN, 237, 536, 0.014000
HAC, 246, 536, 0.051000
CH2O, 262, 536, 0.249000
NO2, 270, 536, 1.065000
OH, 279, 536, 0.435000
NO, 280, 536, -1.000000
HO2, 281, 536, 0.500000
IHPNBOO, 217, 537, -1.000000
IDN, 239, 537, 1.000000
NO, 280, 537, -1.000000
HPETHNL, 168, 538, 0.590000
MCRHNB, 171, 538, 0.291000
IHPNDOO, 185, 538, -1.000000
ATOOH, 193, 538, 0.070000
PROPNN, 194, 538, 0.590000
ETHLN, 205, 538, 0.070000
MVKN, 237, 538, 0.049000
CH2O, 262, 538, 0.340000
NO2, 270, 538, 1.000000
OH, 279, 538, 0.096000
NO, 280, 538, -1.000000
HO2, 281, 538, 0.904000
IHPNDOO, 185, 539, -1.000000
IDN, 239, 539, 1.000000
NO, 280, 539, -1.000000
ICHE, 170, 540, 1.000000
ICN, 236, 540, -1.000000
NO2, 270, 540, 1.000000
OH, 279, 540, -1.000000
PCO, 33, 541, 0.539000
ICNOO, 146, 541, 0.461000
MCRHNB, 171, 541, 0.378000
ICN, 236, 541, -1.000000
MVKN, 237, 541, 0.161000
CO, 258, 541, 0.539000
OH, 279, 541, -0.756000
HO2, 281, 541, 0.295000
CO2, 6, 542, 0.330000
PCO, 33, 542, 0.330000
ICNOO, 146, 542, -0.330000
PROPNN, 194, 542, 0.231000
ETHLN, 205, 542, 0.099000
CO, 258, 542, 0.330000
NO2, 270, 542, 1.000000
NO, 280, 542, -1.000000
HO2, 281, 542, 0.330000
CO2, 6, 543, 0.330000
PCO, 33, 543, 0.330000
ICNOO, 146, 543, -0.330000
PROPNN, 194, 543, 0.231000
ETHLN, 205, 543, 0.099000
CO, 258, 543, 0.330000
OH, 279, 543, 1.000000
HO2, 281, 543, -0.670000
IDNOO, 143, 544, 0.435000
ITHN, 238, 544, 0.565000
IDN, 239, 544, -1.000000
NO2, 270, 544, 0.565000
OH, 279, 544, -1.000000
IDNOO, 143, 545, -1.000000
PROPNN, 194, 545, 1.000000
ETHLN, 205, 545, 0.890000
GLYC, 232, 545, 0.110000
NO2, 270, 545, 1.110000
NO, 280, 545, -1.000000
HO2, 281, 545, 0.890000
IDNOO, 143, 546, -1.000000
PROPNN, 194, 546, 0.820000
ETHLN, 205, 546, 0.730000
GLYC, 232, 546, 0.090000
IDN, 239, 546, 0.180000
NO2, 270, 546, 0.090000
OH, 279, 546, 0.820000
HO2, 281, 546, -0.270000
MVKOHOO, 200, 547, 1.000000
MVK, 244, 547, -1.000000
OH, 279, 547, -1.000000
LOx, 32, 548, 1.000000
PCO, 33, 548, 0.180000
PH2O2, 37, 548, 0.045000
PYAC, 104, 548, 0.075000
H2O2, 208, 548, 0.045000
MGLY, 228, 548, 0.545000
CH2OO, 230, 548, 0.500000
MVK, 244, 548, -1.000000
MCO3, 257, 548, 0.380000
CO, 258, 548, 0.180000
CH2O, 262, 548, 0.600000
O3, 269, 548, -1.000000
OH, 279, 548, 0.080000
HO2, 281, 548, 0.100000
PCO, 33, 549, 0.036000
ATOOH, 193, 549, 0.036000
MCROHOO, 201, 549, 0.964000
MACR, 247, 549, -1.000000
CO, 258, 549, 0.036000
OH, 279, 549, -1.000000
HO2, 281, 549, 0.036000
MACR1OO, 203, 550, 1.000000
MACR, 247, 550, -1.000000
OH, 279, 550, -1.000000
LOx, 32, 551, 1.000000
PCO, 33, 551, 0.120000
MGLY, 228, 551, 0.880000
CH2OO, 230, 551, 0.880000
MACR, 247, 551, -1.000000
MCO3, 257, 551, 0.120000
CO, 258, 551, 0.120000
CH2O, 262, 551, 0.120000
O3, 269, 551, -1.000000
OH, 279, 551, 0.120000
PCO, 33, 552, 0.680000
PROPNN, 194, 552, 0.680000
MACR1OO, 203, 552, 0.320000
MACR, 247, 552, -1.000000
CO, 258, 552, 0.680000
HNO3, 260, 552, 0.320000
OH, 279, 552, 0.680000
NO3, 283, 552, -1.000000
PYAC, 104, 553, 0.241000
MVKHCB, 181, 553, 0.290000
HCOOH, 207, 553, 0.449000
MGLY, 228, 553, 0.449000
MVKN, 237, 553, -1.000000
MCO3, 257, 553, 0.040000
CH2O, 262, 553, 0.241000
NO2, 270, 553, 0.310000
OH, 279, 553, -0.980000
NO3, 283, 553, 0.690000
MVKHC, 166, 554, 0.530000
MVKHCB, 181, 554, 0.470000
MVKHP, 226, 554, -1.000000
CO2, 6, 555, 0.230000
PCO, 33, 555, 0.770000
ATOOH, 193, 555, 0.230000
MCRHP, 227, 555, -1.000000
HAC, 246, 555, 0.770000
CO, 258, 555, 0.770000
MCRHN, 195, 556, -1.000000
MACRNO2, 245, 556, 1.000000
OH, 279, 556, -1.000000
CO2, 6, 557, 0.750000
PCO, 33, 557, 0.250000
MCRHNB, 171, 557, -1.000000
PROPNN, 194, 557, 1.000000
CO, 258, 557, 0.250000
C4HVP1, 141, 558, -1.000000
MVKOHOO, 200, 558, 1.000000
NO2, 270, 558, 1.000000
NO, 280, 558, -1.000000
C4HVP1, 141, 559, -1.000000
MVKOHOO, 200, 559, 1.000000
OH, 279, 559, 1.000000
HO2, 281, 559, -1.000000
C4HVP1, 141, 560, -1.000000
MVKN, 237, 560, 1.000000
NO2, 270, 560, -1.000000
C4HVP2, 142, 561, -1.000000
MCROHOO, 201, 561, 1.000000
NO2, 270, 561, 1.000000
NO, 280, 561, -1.000000
C4HVP2, 142, 562, -1.000000
MCROHOO, 201, 562, 1.000000
OH, 279, 562, 1.000000
HO2, 281, 562, -1.000000
C4HVP2, 142, 563, -1.000000
MCRHN, 195, 563, 1.000000
NO2, 270, 563, -1.000000
CO2, 6, 564, 0.097000
PCO, 33, 564, 0.750000
PYAC, 104, 564, 0.653000
MCRENOL, 160, 564, -1.000000
MVKHCB, 181, 564, 0.063000
HCOOH, 207, 564, 0.187000
MGLY, 228, 564, 0.187000
MCO3, 257, 564, 0.097000
CO, 258, 564, 0.750000
OH, 279, 564, -0.715000
HO2, 281, 564, 0.715000
PCO, 33, 565, 1.000000
MVKPC, 152, 565, -1.000000
MGLY, 228, 565, 1.000000
CO, 258, 565, 1.000000
MVKDH, 116, 566, -1.000000
MVKHC, 166, 566, 0.600000
MVKHCB, 181, 566, 0.400000
OH, 279, 566, -1.000000
HO2, 281, 566, 1.000000
MVKHCB, 181, 567, -1.000000
MGLY, 228, 567, 1.000000
PCO, 33, 568, 2.000000
MVKHC, 166, 568, -1.000000
MCO3, 257, 568, 1.000000
CO, 258, 568, 2.000000
OH, 279, 568, -1.000000
HO2, 281, 568, 1.000000
PCO, 33, 569, 0.840000
MCRDH, 130, 569, -1.000000
MVKHCB, 181, 569, 0.160000
HAC, 246, 569, 0.840000
CO, 258, 569, 0.840000
OH, 279, 569, -1.000000
HO2, 281, 569, 1.000000
MVKHC, 166, 570, 0.255000
MVKOHOO, 200, 570, -1.000000
MVKHP, 226, 570, 0.335000
MGLY, 228, 570, 0.050000
GLYC, 232, 570, 0.360000
MCO3, 257, 570, 0.360000
CH2O, 262, 570, 0.050000
OH, 279, 570, 0.665000
HO2, 281, 570, -0.695000
MVKOHOO, 200, 571, -1.000000
MGLY, 228, 571, 0.242000
GLYC, 232, 571, 0.758000
MCO3, 257, 571, 0.758000
CH2O, 262, 571, 0.242000
NO2, 270, 571, 1.000000
NO, 280, 571, -1.000000
HO2, 281, 571, 0.242000
MVKOHOO, 200, 572, -1.000000
MVKN, 237, 572, 0.438000
NO, 280, 572, -1.000000
PCO, 33, 573, 0.507000
MCROHOO, 201, 573, -1.000000
MCRHP, 227, 573, 0.410000
MGLY, 228, 573, 0.083000
HAC, 246, 573, 0.507000
CO, 258, 573, 0.507000
CH2O, 262, 573, 0.083000
OH, 279, 573, 0.590000
HO2, 281, 573, -0.493000
CO2, 6, 574, 0.500000
POx, 31, 574, 0.130000
PCO, 33, 574, 0.325000
MACR1OOH, 133, 574, 0.500000
MACR1OO, 203, 574, -1.000000
MCO3, 257, 574, 0.175000
CO, 258, 574, 0.325000
CH2O, 262, 574, 0.500000
MO2, 263, 574, 0.325000
O3, 269, 574, 0.130000
OH, 279, 574, 0.500000
HO2, 281, 574, -1.000000
CO2, 6, 575, 0.415000
PCO, 33, 575, 0.488000
HMML, 84, 575, 0.098000
MACR1OOH, 133, 575, -1.000000
MACR1OO, 203, 575, 0.165000
HAC, 246, 575, 0.488000
MCO3, 257, 575, 0.087000
CO, 258, 575, 0.488000
CH2O, 262, 575, 0.250000
MO2, 263, 575, 0.162000
OH, 279, 575, -0.415000
PCO, 33, 576, 1.000000
MCROHOO, 201, 576, -1.000000
HAC, 246, 576, 1.000000
CO, 258, 576, 1.000000
OH, 279, 576, 1.000000
PCO, 33, 577, 0.860000
MCROHOO, 201, 577, -1.000000
MGLY, 228, 577, 0.140000
HAC, 246, 577, 0.860000
CO, 258, 577, 0.860000
CH2O, 262, 577, 0.140000
NO2, 270, 577, 1.000000
NO, 280, 577, -1.000000
HO2, 281, 577, 0.860000
MCRHN, 195, 578, 1.000000
MCROHOO, 201, 578, -1.000000
NO, 280, 578, -1.000000
CO2, 6, 579, 1.000000
PCO, 33, 579, 0.650000
MACR1OO, 203, 579, -1.000000
MCO3, 257, 579, 0.350000
CO, 258, 579, 0.650000
CH2O, 262, 579, 1.000000
MO2, 263, 579, 0.650000
NO2, 270, 579, 1.000000
NO, 280, 579, -1.000000
MPAN, 149, 580, 1.000000
MACR1OO, 203, 580, -1.000000
NO2, 270, 580, -1.000000
CO2, 6, 581, 0.500000
POx, 31, 581, 0.130000
MCRHNB, 171, 581, 0.130000
MCRHN, 195, 581, 0.370000
MACRNO2, 245, 581, -1.000000
HAC, 246, 581, 0.500000
O3, 269, 581, 0.130000
NO2, 270, 581, 0.500000
OH, 279, 581, 0.500000
HO2, 281, 581, -1.000000
CO2, 6, 582, 1.000000
MACRNO2, 245, 582, -1.000000
HAC, 246, 582, 1.000000
NO2, 270, 582, 2.000000
NO, 280, 582, -1.000000
MPAN, 149, 583, 1.000000
MACRNO2, 245, 583, -1.000000
CO2, 6, 584, 1.000000
MACRNO2, 245, 584, -1.000000
HAC, 246, 584, 1.000000
NO2, 270, 584, 2.000000
NO3, 283, 584, -1.000000
CO2, 6, 585, 0.700000
MCRHNB, 171, 585, 0.300000
MACRNO2, 245, 585, -1.000000
HAC, 246, 585, 0.700000
CH2O, 262, 585, 1.000000
MO2, 263, 585, -1.000000
NO2, 270, 585, 0.700000
HO2, 281, 585, 0.700000
MPAN, 149, 586, -1.000000
MACR1OO, 203, 586, 1.000000
NO2, 270, 586, 1.000000
PCO, 33, 587, 0.250000
HMML, 84, 587, 0.750000
MPAN, 149, 587, -1.000000
HAC, 246, 587, 0.250000
CO, 258, 587, 0.250000
OH, 279, 587, -1.000000
NO3, 283, 587, 1.000000
HMML, 84, 588, -1.000000
HCOOH, 207, 588, 0.300000
MGLY, 228, 588, 0.700000
MCO3, 257, 588, 0.300000
OH, 279, 588, -0.300000
PCO, 33, 589, 1.000000
MVKDH, 116, 589, 0.350000
MCRDH, 130, 589, 0.150000
ICPDH, 202, 589, -1.000000
MCRHP, 227, 589, 0.500000
CO, 258, 589, 1.000000
OH, 279, 589, -0.500000
HO2, 281, 589, 0.500000
PCO, 33, 590, 0.888000
IDCHP, 122, 590, -1.000000
MVKPC, 152, 590, 0.444000
MVKHC, 166, 590, 0.318000
MVKHCB, 181, 590, 0.126000
IEPOXBOO, 224, 590, 0.032000
IEPOXAOO, 225, 590, 0.080000
CO, 258, 590, 0.888000
OH, 279, 590, -0.556000
HO2, 281, 590, 0.444000
IDHDP, 140, 591, -1.000000
IDHPE, 159, 591, 0.667000
ICPDH, 202, 591, 0.333000
CO2, 6, 592, 1.000000
IDHPE, 159, 592, -1.000000
MVKHP, 226, 592, 0.429000
MCRHP, 227, 592, 0.571000
PCO, 33, 593, 1.000000
ITCN, 209, 593, -1.000000
MVKHP, 226, 593, 0.750000
MCRHP, 227, 593, 0.250000
CO, 258, 593, 1.000000
NO2, 270, 593, 1.000000
OH, 279, 593, -1.000000
ICNOO, 146, 594, 0.041000
MCRENOL, 160, 594, 0.022000
ITCN, 209, 594, 0.920000
IDHNBOO, 229, 594, 0.037000
ITHN, 238, 594, -1.000000
CH2O, 262, 594, 0.022000
NO2, 270, 594, 0.022000
OH, 279, 594, -0.700000
HO2, 281, 594, 0.620000
ETHLN, 205, 595, -1.000000
MCO3, 257, 595, 1.000000
HNO3, 260, 595, 1.000000
NO2, 270, 595, 1.000000
NO3, 283, 595, -1.000000
CO2, 6, 596, 1.000000
PYAC, 104, 596, -1.000000
MCO3, 257, 596, 1.000000
OH, 279, 596, -1.000000
HMHP, 83, 597, -1.000000
HCOOH, 207, 597, 0.500000
CH2O, 262, 597, 0.500000
OH, 279, 597, -0.500000
HO2, 281, 597, 0.500000
CO2, 6, 598, 0.500000
POx, 31, 598, 0.130000
MAP, 66, 598, 0.370000
ACTA, 215, 598, 0.130000
MCO3, 257, 598, -1.000000
MO2, 263, 598, 0.500000
O3, 269, 598, 0.130000
OH, 279, 598, 0.500000
HO2, 281, 598, -1.000000
PCO, 33, 599, 1.000000
HPETHNL, 168, 599, -1.000000
CO, 258, 599, 1.000000
CH2O, 262, 599, 1.000000
HPETHNL, 168, 600, -1.000000
GLYX, 218, 600, 1.000000
NRO2, 17, 601, 1.000000
NAP, 18, 601, -1.000000
LNRO2H, 15, 602, 1.000000
NRO2, 17, 602, -1.000000
LNRO2N, 16, 603, 1.000000
NRO2, 17, 603, -1.000000
LOx, 32, 604, 1.000000
C2H4, 75, 604, -1.000000
CH2OO, 230, 604, 1.000000
CH2O, 262, 604, 1.000000
O3, 269, 604, -1.000000
C2H4, 75, 605, -1.000000
ETOO, 175, 605, 1.000000
OH, 279, 605, -1.000000
PCO, 33, 606, 0.364000
C2H2, 54, 606, -1.000000
HCOOH, 207, 606, 0.364000
GLYX, 218, 606, 0.636000
CO, 258, 606, 0.364000
OH, 279, 606, -0.364000
HO2, 281, 606, 0.364000
ETHP, 114, 607, 1.000000
ETOO, 175, 607, -1.000000
HO2, 281, 607, -1.000000
ETHN, 64, 608, 0.005000
ETO, 102, 608, 0.995000
ETOO, 175, 608, -1.000000
NO2, 270, 608, 0.995000
NO, 280, 608, -1.000000
ETO, 102, 609, 1.000000
ETOO, 175, 609, -1.000000
NO2, 270, 609, 1.000000
NO3, 283, 609, -1.000000
ETO, 102, 610, 0.600000
ETHP, 114, 610, 0.200000
ETOO, 175, 610, -1.000000
MOH, 214, 610, 0.200000
GLYC, 232, 610, 0.200000
CH2O, 262, 610, 0.800000
MO2, 263, 610, -1.000000
HO2, 281, 610, 0.600000
ETO, 102, 611, -1.000000
CH2O, 262, 611, 2.000000
HO2, 281, 611, 1.000000
ETO, 102, 612, -1.000000
GLYC, 232, 612, 1.000000
HO2, 281, 612, 1.000000
ETHN, 64, 613, -1.000000
GLYC, 232, 613, 1.000000
NO2, 270, 613, 1.000000
OH, 279, 613, -1.000000
ETHP, 114, 614, -1.000000
ETOO, 175, 614, 1.000000
OH, 279, 614, -1.000000
ETHP, 114, 615, -1.000000
GLYC, 232, 615, 1.000000
BRO2, 12, 616, 1.000000
PCO, 33, 616, 0.200000
BENZ, 60, 616, -1.000000
PHEN, 118, 616, 0.540000
AROMP4, 155, 616, 0.560000
AROMRO2, 178, 616, 0.460000
GLYX, 218, 616, 0.180000
CO, 258, 616, 0.200000
OH, 279, 616, -1.000000
HO2, 281, 616, 0.540000
TRO2, 21, 617, 1.000000
PCO, 33, 617, 0.270000
TOLU, 76, 617, -1.000000
BALD, 99, 617, 0.060000
CSL, 110, 617, 0.190000
AROMP5, 145, 617, 0.300000
AROMP4, 155, 617, 0.680000
AROMRO2, 178, 617, 0.810000
GLYX, 218, 617, 0.120000
MGLY, 228, 617, 0.120000
MVK, 244, 617, 0.040000
CO, 258, 617, 0.270000
OH, 279, 617, -1.000000
HO2, 281, 617, 0.190000
XRO2, 26, 618, 1.000000
PCO, 33, 618, 0.300000
XYLE, 77, 618, -1.000000
BALD, 99, 618, 0.060000
CSL, 110, 618, 0.150000
AROMP5, 145, 618, 0.560000
AROMP4, 155, 618, 0.280000
AROMRO2, 178, 618, 0.850000
GLYX, 218, 618, 0.100000
MGLY, 228, 618, 0.200000
MVK, 244, 618, 0.040000
CO, 258, 618, 0.300000
OH, 279, 618, -1.000000
HO2, 281, 618, 0.150000
AROMRO2, 178, 619, -1.000000
OH, 279, 619, 1.000000
AROMRO2, 178, 620, -1.000000
NO2, 270, 620, 1.000000
NO, 280, 620, -1.000000
HO2, 281, 620, 1.000000
AROMRO2, 178, 621, -1.000000
NO2, 270, 621, 1.000000
HO2, 281, 621, 1.000000
NO3, 283, 621, -1.000000
AROMRO2, 178, 622, -1.000000
CH2O, 262, 622, 1.000000
MO2, 263, 622, -1.000000
HO2, 281, 622, 2.000000
AROMRO2, 178, 623, -1.000000
MCO3, 257, 623, -1.000000
MO2, 263, 623, 1.000000
HO2, 281, 623, 1.000000
PHEN, 118, 624, -1.000000
MCT, 138, 624, 0.800000
AROMP4, 155, 624, 0.180000
BENZO, 156, 624, 0.060000
AROMRO2, 178, 624, 0.140000
GLYX, 218, 624, 0.060000
OH, 279, 624, -1.000000
HO2, 281, 624, 0.800000
PHEN, 118, 625, -1.000000
BENZO, 156, 625, 0.742000
NPHEN, 206, 625, 0.258000
HNO3, 260, 625, 0.742000
NO3, 283, 625, -1.000000
CSL, 110, 626, -1.000000
MCT, 138, 626, 0.727000
AROMP5, 145, 626, 0.440000
BENZO, 156, 626, 0.073000
AROMRO2, 178, 626, 0.200000
OH, 279, 626, -1.000000
HO2, 281, 626, 0.727000
CSL, 110, 627, -1.000000
AROMP5, 145, 627, 0.440000
BENZO, 156, 627, 0.300000
AROMRO2, 178, 627, 0.200000
NPHEN, 206, 627, 0.500000
HNO3, 260, 627, 0.500000
NO3, 283, 627, -1.000000
MCT, 138, 628, -1.000000
AROMP4, 155, 628, 1.050000
BENZO, 156, 628, 0.300000
AROMRO2, 178, 628, 0.700000
OH, 279, 628, -1.000000
LOx, 32, 629, 1.000000
MCT, 138, 629, -1.000000
AROMP4, 155, 629, 1.000000
GLYC, 232, 629, 1.000000
O3, 269, 629, -1.000000
OH, 279, 629, 1.000000
HO2, 281, 629, 1.000000
MCT, 138, 630, -1.000000
AROMP4, 155, 630, 0.300000
BENZO, 156, 630, 0.300000
AROMRO2, 178, 630, 0.200000
NPHEN, 206, 630, 0.500000
HNO3, 260, 630, 0.500000
NO3, 283, 630, -1.000000
BALD, 99, 631, -1.000000
BZCO3, 176, 631, 1.000000
OH, 279, 631, -1.000000
BALD, 99, 632, -1.000000
BZCO3, 176, 632, 1.000000
HNO3, 260, 632, 1.000000
NO3, 283, 632, -1.000000
CO2, 6, 633, 0.350000
POx, 31, 633, 0.150000
BZCO3H, 67, 633, 0.650000
BENZP, 105, 633, 0.150000
BZCO3, 176, 633, -1.000000
BENZO2, 187, 633, 0.200000
O3, 269, 633, 0.150000
OH, 279, 633, 0.200000
HO2, 281, 633, -1.000000
CO2, 6, 634, 1.000000
BZCO3, 176, 634, -1.000000
BENZO2, 187, 634, 1.000000
NO2, 270, 634, 1.000000
NO, 280, 634, -1.000000
BZPAN, 95, 635, 1.000000
BZCO3, 176, 635, -1.000000
NO2, 270, 635, -1.000000
BZCO3H, 67, 636, -1.000000
BZCO3, 176, 636, 1.000000
OH, 279, 636, -1.000000
BZPAN, 95, 637, -1.000000
BZCO3, 176, 637, 1.000000
NO2, 270, 637, 1.000000
CO2, 6, 638, 1.000000
BZPAN, 95, 638, -1.000000
BENZP, 105, 638, 1.000000
NO2, 270, 638, 1.000000
OH, 279, 638, -1.000000
BENZO, 156, 639, 1.000000
BENZO2, 187, 639, -1.000000
NO2, 270, 639, -1.000000
NO3, 283, 639, 1.000000
BENZO, 156, 640, 1.000000
BENZO2, 187, 640, -1.000000
NO2, 270, 640, 1.000000
NO, 280, 640, -1.000000
BENZO, 156, 641, 1.000000
BENZO2, 187, 641, -1.000000
NO2, 270, 641, 1.000000
NO3, 283, 641, -1.000000
BENZP, 105, 642, 1.000000
BENZO2, 187, 642, -1.000000
HO2, 281, 642, -1.000000
BENZP, 105, 643, -1.000000
BENZO2, 187, 643, 1.000000
OH, 279, 643, -1.000000
LOx, 32, 644, 1.000000
BENZO, 156, 644, -1.000000
BENZO2, 187, 644, 1.000000
O3, 269, 644, -1.000000
BENZO, 156, 645, -1.000000
NPHEN, 206, 645, 1.000000
NO2, 270, 645, -1.000000
AROMP4, 155, 646, 1.000000
NPHEN, 206, 646, -1.000000
R4N1, 251, 646, 0.500000
NO2, 270, 646, 0.500000
OH, 279, 646, -1.000000
AROMP4, 155, 647, 1.000000
NPHEN, 206, 647, -1.000000
R4N1, 251, 647, 0.500000
HNO3, 260, 647, 0.500000
NO2, 270, 647, 1.000000
NO3, 283, 647, -1.000000
BENZO, 156, 648, 1.000000
BENZO2, 187, 648, -1.000000
CH2O, 262, 648, 1.000000
MO2, 263, 648, -1.000000
HO2, 281, 648, 1.000000
CO2, 6, 649, 1.000000
BZCO3, 176, 649, -1.000000
BENZO2, 187, 649, 1.000000
CH2O, 262, 649, 1.000000
MO2, 263, 649, -1.000000
